Year,Measure Type,Leading 10 Ranking,Measure,Group,Subgroup,Estimate Type,Estimate,Standard Error,Lower 95% CI,Upper 95% CI,Reliable
2016,By primary diagnosis,6,6. Diseases of the genitourinary system,By sex,Female,"Visit rate (per 1,000 people)",35.6,2.8,30,41.2,Yes
2016,By primary diagnosis,6,6. Diseases of the genitourinary system,By sex,Male,"Visit rate (per 1,000 people)",15.4,1.6,12.3,18.6,Yes
2016,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,0-17 years old,"Visit rate (per 1,000 people)",12.3,2.3,7.7,16.9,Yes
2016,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,18-44 years old,"Visit rate (per 1,000 people)",34.9,3,29,40.8,Yes
2016,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,45-64 years old,"Visit rate (per 1,000 people)",21.9,2.4,17.1,26.7,Yes
2016,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,65+ years old,"Visit rate (per 1,000 people)",31.7,4.3,23.2,40.2,Yes
2016,By primary diagnosis,6,6. Diseases of the genitourinary system,By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",25.9,2.5,21,30.8,Yes
2016,By primary diagnosis,6,6. Diseases of the genitourinary system,By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",43.5,6.2,31.4,55.5,Yes
2016,By primary diagnosis,6,6. Diseases of the genitourinary system,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",21.6,3.4,15,28.2,Yes
2016,By primary diagnosis,6,6. Diseases of the genitourinary system,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",7.9,1.9,4.2,11.5,Yes
2016,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,Northeast,"Visit rate (per 1,000 people)",23.2,4.9,13.6,32.7,Yes
2016,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,Midwest,"Visit rate (per 1,000 people)",22.6,3.1,16.6,28.6,Yes
2016,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,South,"Visit rate (per 1,000 people)",27.4,3.6,20.3,34.4,Yes
2016,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,West,"Visit rate (per 1,000 people)",27.9,4.8,18.4,37.4,Yes
2016,By primary diagnosis,6,6. Diseases of the genitourinary system,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",25.2,2.3,20.6,29.8,Yes
2016,By primary diagnosis,6,6. Diseases of the genitourinary system,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",29.3,6.3,16.9,41.6,Yes
2016,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",13,1.3,10.5,15.5,Yes
2016,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Medicare,"Visit rate (per 1,000 people)",28.7,3.6,21.6,35.8,Yes
2016,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",52,5.4,41.4,62.6,Yes
2016,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",27.5,5.1,17.4,37.6,Yes
2016,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Other,"Visit rate (per 1,000 people)",,,,,No
2016,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",Total,All visits,"Visit rate (per 1,000 people)",17.2,1.5,14.3,20.2,Yes
2016,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By sex,Female,"Visit rate (per 1,000 people)",14.8,1.6,11.7,17.9,Yes
2016,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By sex,Male,"Visit rate (per 1,000 people)",19.8,1.9,16.2,23.4,Yes
2016,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,0-17 years old,"Visit rate (per 1,000 people)",8,1.3,5.5,10.5,Yes
2016,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,18-44 years old,"Visit rate (per 1,000 people)",24.1,2.3,19.6,28.6,Yes
2016,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,45-64 years old,"Visit rate (per 1,000 people)",21.5,2.8,16.1,27,Yes
2016,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,65+ years old,"Visit rate (per 1,000 people)",7.8,1.5,4.8,10.8,Yes
2016,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",17.1,1.6,13.9,20.3,Yes
2016,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",30.3,4.2,22.2,38.5,Yes
2016,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",12.1,2,8.2,15.9,Yes
2016,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",10.5,2.5,5.5,15.5,Yes
2016,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,Northeast,"Visit rate (per 1,000 people)",27.3,4.6,18.2,36.5,Yes
2016,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,Midwest,"Visit rate (per 1,000 people)",16,3.1,9.9,22.2,Yes
2016,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,South,"Visit rate (per 1,000 people)",12.5,1.9,8.8,16.1,Yes
2016,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,West,"Visit rate (per 1,000 people)",18.5,3.1,12.4,24.6,Yes
2016,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",17.5,1.7,14.3,20.8,Yes
2016,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",15.6,3.3,9,22.1,Yes
2016,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Private insurance,"Visit rate (per 1,000 people)",6.4,0.9,4.7,8.2,Yes
2016,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Medicare,"Visit rate (per 1,000 people)",13.2,1.9,9.5,17,Yes
2016,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Medicaid,"Visit rate (per 1,000 people)",42,5.5,31.3,52.8,Yes
2016,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Uninsured,"Visit rate (per 1,000 people)",21.8,3.7,14.6,29.1,Yes
2016,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Other,"Visit rate (per 1,000 people)",,,,,No
2016,By primary diagnosis,8,8. Diseases of the circulatory system,Total,All visits,"Visit rate (per 1,000 people)",15,1.4,12.2,17.9,Yes
2016,By primary diagnosis,8,8. Diseases of the circulatory system,By sex,Female,"Visit rate (per 1,000 people)",14.7,1.7,11.4,18.1,Yes
2016,By primary diagnosis,8,8. Diseases of the circulatory system,By sex,Male,"Visit rate (per 1,000 people)",15.3,1.6,12.1,18.5,Yes
2016,By primary diagnosis,8,8. Diseases of the circulatory system,By age,0-17 years old,"Visit rate (per 1,000 people)",,,,,No
2016,By primary diagnosis,8,8. Diseases of the circulatory system,By age,18-44 years old,"Visit rate (per 1,000 people)",4.8,0.7,3.3,6.3,Yes
2016,By primary diagnosis,8,8. Diseases of the circulatory system,By age,45-64 years old,"Visit rate (per 1,000 people)",19.3,2,15.3,23.2,Yes
2016,By primary diagnosis,8,8. Diseases of the circulatory system,By age,65+ years old,"Visit rate (per 1,000 people)",52.1,6.5,39.4,64.8,Yes
2016,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",16.9,2,12.9,20.9,Yes
2016,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",23,4.2,14.8,31.2,Yes
2016,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",7.7,1.7,4.5,11,Yes
2016,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",,,,,No
2016,By primary diagnosis,8,8. Diseases of the circulatory system,By region,Northeast,"Visit rate (per 1,000 people)",16.7,3.2,10.4,22.9,Yes
2016,By primary diagnosis,8,8. Diseases of the circulatory system,By region,Midwest,"Visit rate (per 1,000 people)",18.6,4.4,9.9,27.3,Yes
2016,By primary diagnosis,8,8. Diseases of the circulatory system,By region,South,"Visit rate (per 1,000 people)",13.3,2,9.4,17.1,Yes
2016,By primary diagnosis,8,8. Diseases of the circulatory system,By region,West,"Visit rate (per 1,000 people)",13.4,2.4,8.6,18.1,Yes
2016,By primary diagnosis,8,8. Diseases of the circulatory system,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",13.4,1.2,11,15.7,Yes
2016,By primary diagnosis,8,8. Diseases of the circulatory system,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",,,,,No
2016,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",5.3,0.7,4,6.6,Yes
2016,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Medicare,"Visit rate (per 1,000 people)",43,5.2,32.7,53.3,Yes
2016,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",13,1.9,9.2,16.8,Yes
2016,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",,,,,No
2016,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Other,"Visit rate (per 1,000 people)",,,,,No
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,Total,All visits,"Visit rate (per 1,000 people)",11.5,1,9.7,13.4,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By sex,Female,"Visit rate (per 1,000 people)",11.4,1.1,9.3,13.5,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By sex,Male,"Visit rate (per 1,000 people)",11.7,1.3,9.2,14.2,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By age,0-17 years old,"Visit rate (per 1,000 people)",21.3,2.3,16.8,25.9,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By age,18-44 years old,"Visit rate (per 1,000 people)",11,1.3,8.4,13.6,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By age,45-64 years old,"Visit rate (per 1,000 people)",5.4,0.9,3.7,7,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By age,65+ years old,"Visit rate (per 1,000 people)",8.7,1.6,5.6,11.9,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",8.2,0.8,6.6,9.7,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",27.3,3.3,20.8,33.9,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",13.9,2.5,9,18.8,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",8.4,2.4,3.7,13.1,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By region,Northeast,"Visit rate (per 1,000 people)",15.1,2.2,10.7,19.5,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By region,Midwest,"Visit rate (per 1,000 people)",11.2,1.8,7.7,14.8,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By region,South,"Visit rate (per 1,000 people)",10.3,1.5,7.3,13.2,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By region,West,"Visit rate (per 1,000 people)",11.3,2.2,7,15.6,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",10.8,1,8.8,12.8,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",16.2,3.5,9.4,23,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",4.7,0.7,3.2,6.1,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By primary payment source,Medicare,"Visit rate (per 1,000 people)",9,1.5,6,12,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",29.2,3.3,22.8,35.7,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",8.9,2,5,12.7,Yes
2016,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By primary payment source,Other,"Visit rate (per 1,000 people)",,,,,No
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,Total,All visits,"Visit rate (per 1,000 people)",15.8,1.2,13.5,18.2,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By sex,Female,"Visit rate (per 1,000 people)",15.6,1.4,12.8,18.4,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By sex,Male,"Visit rate (per 1,000 people)",16.1,1.4,13.4,18.8,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By age,0-17 years old,"Visit rate (per 1,000 people)",16.1,2.2,11.8,20.3,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By age,18-44 years old,"Visit rate (per 1,000 people)",19,1.7,15.6,22.3,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By age,45-64 years old,"Visit rate (per 1,000 people)",12.8,1.6,9.7,15.9,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By age,65+ years old,"Visit rate (per 1,000 people)",13.4,2.1,9.3,17.6,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",15.5,1.4,12.8,18.2,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",27.7,3.9,20.1,35.2,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",15,2.2,10.6,19.3,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",,,,,No
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By region,Northeast,"Visit rate (per 1,000 people)",14.6,2.6,9.5,19.8,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By region,Midwest,"Visit rate (per 1,000 people)",14.1,2.3,9.7,18.5,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By region,South,"Visit rate (per 1,000 people)",16.7,1.8,13.1,20.3,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By region,West,"Visit rate (per 1,000 people)",16.9,2.8,11.4,22.4,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",15.4,1.4,12.8,18.1,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",18.4,3.3,11.8,24.9,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",6.4,0.8,4.8,8,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By primary payment source,Medicare,"Visit rate (per 1,000 people)",14.3,2,10.3,18.2,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",35.9,3.5,29,42.9,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",19.1,3.6,12,26.1,Yes
2016,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By primary payment source,Other,"Visit rate (per 1,000 people)",,,,,No
2017,By primary diagnosis,0,All diagnoses,Total,All visits,"Visit rate (per 1,000 people)",433.4,32.1,370.6,496.3,Yes
2017,By primary diagnosis,0,All diagnoses,By sex,Female,"Visit rate (per 1,000 people)",471.3,35.3,402.1,540.4,Yes
2017,By primary diagnosis,0,All diagnoses,By sex,Male,"Visit rate (per 1,000 people)",393.9,28.9,337.2,450.6,Yes
2017,By primary diagnosis,0,All diagnoses,By age,0-17 years old,"Visit rate (per 1,000 people)",458.4,56.2,348.2,568.6,Yes
2017,By primary diagnosis,0,All diagnoses,By age,18-44 years old,"Visit rate (per 1,000 people)",465.7,36.2,394.8,536.6,Yes
2017,By primary diagnosis,0,All diagnoses,By age,45-64 years old,"Visit rate (per 1,000 people)",356.8,29.4,299,414.5,Yes
2017,By primary diagnosis,0,All diagnoses,By age,65+ years old,"Visit rate (per 1,000 people)",451.5,41.7,369.7,533.3,Yes
2017,By primary diagnosis,0,All diagnoses,By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",396,31.3,334.6,457.4,Yes
2017,By primary diagnosis,0,All diagnoses,By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",885.6,88.1,712.9,1058.3,Yes
2017,By primary diagnosis,0,All diagnoses,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",378.7,55.2,270.5,487,Yes
2017,By primary diagnosis,0,All diagnoses,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",173.2,31.3,111.8,234.5,Yes
2017,By primary diagnosis,0,All diagnoses,By region,Northeast,"Visit rate (per 1,000 people)",331,60.8,211.7,450.2,Yes
2017,By primary diagnosis,0,All diagnoses,By region,Midwest,"Visit rate (per 1,000 people)",548.5,76.6,398.4,698.6,Yes
2017,By primary diagnosis,0,All diagnoses,By region,South,"Visit rate (per 1,000 people)",489.2,57.2,377.2,601.3,Yes
2017,By primary diagnosis,0,All diagnoses,By region,West,"Visit rate (per 1,000 people)",318.2,52.7,214.8,421.5,Yes
2017,By primary diagnosis,0,All diagnoses,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",430.6,35.9,360.1,501,Yes
2017,By primary diagnosis,0,All diagnoses,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",452.9,75,306,599.8,Yes
2017,By primary diagnosis,0,All diagnoses,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",190.4,15,161,219.8,Yes
2017,By primary diagnosis,0,All diagnoses,By primary payment source,Medicare,"Visit rate (per 1,000 people)",478.4,40.7,398.7,558.1,Yes
2017,By primary diagnosis,0,All diagnoses,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",1008.4,97.4,817.4,1199.3,Yes
2017,By primary diagnosis,0,All diagnoses,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",387.6,50.8,288,487.3,Yes
2017,By primary diagnosis,0,All diagnoses,By primary payment source,Other,"Visit rate (per 1,000 people)",338.4,55.3,230.1,446.7,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",Total,All visits,"Visit rate (per 1,000 people)",101.7,8.1,85.8,117.5,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By sex,Female,"Visit rate (per 1,000 people)",118.5,9.8,99.2,137.8,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By sex,Male,"Visit rate (per 1,000 people)",84.1,6.7,71,97.2,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By age,0-17 years old,"Visit rate (per 1,000 people)",97,16.1,65.4,128.5,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By age,18-44 years old,"Visit rate (per 1,000 people)",104.4,7.9,89,119.9,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By age,45-64 years old,"Visit rate (per 1,000 people)",91.9,8.9,74.6,109.3,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By age,65+ years old,"Visit rate (per 1,000 people)",118.7,12.4,94.3,143,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",91.5,7.7,76.3,106.6,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",200.2,21,159.2,241.3,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",100.6,17.9,65.4,135.7,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",36.8,7,23.1,50.6,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By region,Northeast,"Visit rate (per 1,000 people)",76.6,15.1,47.1,106.2,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By region,Midwest,"Visit rate (per 1,000 people)",125.3,18.1,89.8,160.8,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By region,South,"Visit rate (per 1,000 people)",114,14.7,85.1,142.9,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By region,West,"Visit rate (per 1,000 people)",79.6,14.1,51.9,107.3,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",101.9,9,84.1,119.6,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",100.3,18.8,63.6,137.1,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Private insurance,"Visit rate (per 1,000 people)",48.1,4.1,40,56.1,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Medicare,"Visit rate (per 1,000 people)",131.3,13.3,105.2,157.5,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Medicaid,"Visit rate (per 1,000 people)",218.7,24.6,170.5,266.9,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Uninsured,"Visit rate (per 1,000 people)",80.2,12.4,55.9,104.5,Yes
2017,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Other,"Visit rate (per 1,000 people)",,,,,No
2017,By primary diagnosis,2,2. Injury and poisoning,Total,All visits,"Visit rate (per 1,000 people)",81.8,6.3,69.5,94.1,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By sex,Female,"Visit rate (per 1,000 people)",74.8,5.7,63.6,86,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By sex,Male,"Visit rate (per 1,000 people)",89.2,7.3,74.8,103.5,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By age,0-17 years old,"Visit rate (per 1,000 people)",113.6,13.9,86.4,140.8,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By age,18-44 years old,"Visit rate (per 1,000 people)",80.7,7.5,66,95.3,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By age,45-64 years old,"Visit rate (per 1,000 people)",57.1,5.1,47,67.1,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By age,65+ years old,"Visit rate (per 1,000 people)",79.2,9.4,60.9,97.6,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",81.5,6.6,68.5,94.5,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",141.5,16,110.2,172.9,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",66.4,11.2,44.5,88.3,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",32.5,6,20.8,44.1,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By region,Northeast,"Visit rate (per 1,000 people)",60.4,10.2,40.4,80.5,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By region,Midwest,"Visit rate (per 1,000 people)",97.5,13.3,71.5,123.4,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By region,South,"Visit rate (per 1,000 people)",94.7,11.8,71.5,117.9,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By region,West,"Visit rate (per 1,000 people)",63.3,11,41.7,85,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",80.1,7.1,66.3,94,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",93.5,15.4,63.4,123.7,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",38.6,3.3,32.1,45,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Medicare,"Visit rate (per 1,000 people)",71.3,7.7,56.1,86.4,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",182.1,20.3,142.4,221.9,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",76.1,11.9,52.8,99.4,Yes
2017,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Other,"Visit rate (per 1,000 people)",125.3,20.9,84.4,166.2,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,Total,All visits,"Visit rate (per 1,000 people)",45.8,4.1,37.7,53.8,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,By sex,Female,"Visit rate (per 1,000 people)",50.7,4.6,41.7,59.6,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,By sex,Male,"Visit rate (per 1,000 people)",40.7,4,32.8,48.5,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,By age,0-17 years old,"Visit rate (per 1,000 people)",83.3,11,61.8,104.8,Yes
2017,By primary diagnosis,3,3. Diseases of the respiratory system,By age,18-44 years old,"Visit rate (per 1,000 people)",38.6,4.1,30.5,46.7,Yes
